Resistance Gassensor,label
4501099,0
4312714,0
526207.625,0
593967.5,0
637212.1875,0
283185.84375,0
22606416,0
22036314,0
21794480,0
1862241.375,0
1818827.75,0
1753424.625,0
303587.3125,0
394985.53125,0
451101.3125,0
510087.1875,0
45781348,0
45306604,0
43502156,0
3613586.25,0
3451443,0
3279423.5,0
439202.21875,0
505180.0625,0
551278.625,0
588844.1875,0
56913592,0
55118588,0
52724056,0
4292376,0
4111417.75,0
3891686.5,0
487502.96875,0
555766.625,0
597607.25,0
635432.8125,0
62534352,0
60836388,0
57817380,0
4694556,0
4435300.5,0
4265556,0
519401.46875,0
585310.0625,0
628992.625,0
668407.3125,0
67095980,0
65291160,0
63212924,0
4931968.5,0
4678469.5,0
4460659,0
536969.0625,0
603417.8125,0
644430.4375,0
288450.71875,0
24471994,0
23380664,0
22466918,0
1907778.25,0
1849627.5,0
1803213.75,0
307415.1875,0
398909.21875,0
470048.1875,0
519006.59375,0
50587416,0
49386588,0
46022472,0
3739785.5,0
3573391.5,0
3412622.25,0
444637.4375,0
512384.28125,0
562174.0625,0
600234.4375,0
60625348,0
58789864,0
56472212,0
4435300.5,0
4203181,0
4011753.25,0
496725.6875,0
561249.6875,0
611525.8125,0
646260.625,0
67354576,0
65437844,0
61091588,0
4840177.5,0
4530973.5,0
4350504.5,0
529883.5625,0
592935.75,0
637212.1875,0
670376.4375,0
72136488,0
70110728,0
66686340,0
5055230,0
4814575.5,0
4576536.5,0
543380.1875,0
612623.375,0
657463.875,0
9370.424805,0
138715.796875,0
141358.359375,0
141007.984375,0
31250,0
32837.351562,0
34510.648438,0
16571.724609,0
31809.144531,0
49573.972656,0
67386.15625,0
1813994.625,0
1902461.625,0
2010306.75,0
305216.09375,0
301442.4375,0
300910.96875,0
72913.703125,0
95808.382812,0
113828.367188,0
131046.835938,0
4155211.75,0
4360926.5,0
4591928.5,0
653686.5625,0
626683,0
617053.3125,0
125275.265625,0
148362.796875,0
166287.75,0
184238.9375,0
6757682,0
7009198,0
7251162,0
953889.125,0
910626.9375,0
888117.9375,0
165642.1875,0
197036.75,0
217087.125,0
232621.53125,0
9462316,0
9723442,0
9917676,0
1224148.25,0
1174648.75,0
1128996.75,0
204228.15625,0
235999.078125,0
252590.03125,0
115758.53125,0
5160315,0
5224490,0
5121600.5,0
599707.1875,0
578858.125,0
562637.375,0
136496.9375,0
176978.921875,0
210656.25,0
235510.578125,0
10419078,0
10694517,0
10778947,0
1259145.375,0
1194169.125,0
1148948.125,0
210656.25,0
244100.125,0
269119.59375,0
286513.71875,0
14435242,0
14677716,0
14658018,0
1596569.875,0
1514232.875,0
1435178.75,0
247104.25,0
282482.75,0
304943.40625,0
322519.6875,0
18244988,0
18275516,0
18004396,0
1821253.875,0
1726812.875,0
1647626.75,0
271690.09375,0
307692.3125,0
330003.21875,0
347118.65625,0
21431000,0
21536642,0
21038844,0
2016244.125,0
1897174.625,0
1782031.75,0
288207.15625,0
327470.40625,0
351407,0
151793.65625,0
9437788,0
9199326,0
8735804,0
836943.1875,0
804399.0625,0
773413.875,0
170269.375,0
229031.53125,0
265147.59375,0
293915.03125,0
18602328,0
18507766,0
17915800,0
1690466.375,0
1579028.5,0
1480303.625,0
251658.890625,0
295697.375,0
323436.5,0
342933.6875,0
24160738,0
24833650,0
22606416,0
2001465.875,0
1881488.25,0
1789036.875,0
287721.28125,0
331928.6875,0
350684.9375,0
384096.03125,0
28401300,0
27947122,0
26602800,0
2208681.5,0
2065036.5,0
1945843.25,0
305489.25,0
352132.0625,0
384528.71875,0
404583.15625,0
32164908,0
31356938,0
29514074,0
2377939,0
2208681.5,0
2068164.625,0
320400.5,0
367288.375,0
402436.625,0
166775.25,0
12291073,0
11628105,0
10897240,0
949907.25,0
895104.875,0
862860.75,0
186249.546875,0
248362.84375,0
289920.71875,0
320701.53125,0
25970280,0
25191620,0
23157598,0
1891916.875,0
1775081.25,0
1675941.125,0
274530.84375,0
320701.53125,0
353591.15625,0
382160.84375,0
31813592,0
31000946,0
28851420,0
2243154.5,0
2095140.625,0
1982575,0
307138.5625,0
353957.84375,0
391587,0
415163.1875,0
37331816,0
35598044,0
32596866,0
2472683.25,0
2282530,0
2146188,0
327156.5625,0
382803.75,0
413153.125,0
433898.3125,0
41996796,0
39455748,0
35569064,0
2597336.75,0
2407287.75,0
2254265.25,0
341903.1875,0
396822.3125,0
427646.6875,0
176612.625,0
14368779,0
13633451,0
12545176,0
1018652.0625,0
970156.3125,0
931756.125,0
197836.171875,0
265560.15625,0
309085.40625,0
340538.75,0
31606462,0
30000458,0
28018812,0
2038825.25,0
1909112.125,0
1807989.375,0
286513.71875,0
336510.03125,0
378768.25,0
403149.59375,0
39172744,0
36952916,0
34366020,0
2448296.5,0
2254265.25,0
2131113.5,0
321911.34375,0
383233.53125,0
411658.28125,0
434450.5625,0
44386048,0
41795920,0
37947888,0
2650275,0
2454899.5,0
2319365.75,0
340878.84375,0
398909.21875,0
432523.75,0
451997.34375,0
49808856,0
45590260,0
41088400,0
2799726.5,0
2575290.75,0
2409411.75,0
350684.9375,0
411410.21875,0
446381.875,0
183446.796875,0
16408613,0
15358800,0
14000427,0
1088493.25,0
1017892.625,0
980608.0625,0
207707.90625,0
273431.25,0
320100.03125,0
354693.46875,0
36581636,0
33938892,0
30978964,0
2171792.25,0
2028224.75,0
1910447.75,0
297242.375,0
351769.15625,0
391811.75,0
422616.59375,0
45072904,0
42404400,0
38146684,0
2592405,0
2420088.75,0
2241313.25,0
331606.21875,0
391362.5,0
426045.34375,0
451997.34375,0
51511888,0
47369716,0
42240412,0
2822880.75,0
2592405,0
2415806.5,0
352495.6875,0
413904.59375,0
445507.9375,0
464926.21875,0
56037624,0
52565472,0
45542740,0
2944644.25,0
2729756.75,0
2529956.75,0
363378.28125,0
422878.375,0
459295.8125,0
193902.671875,0
17842636,0
16620847,0
15166860,0
1133683.875,0
1076478.375,0
1019412.625,0
214495.1875,0
281087.03125,0
331284.375,0
375435.375,0
40819684,0
37914956,0
33807584,0
2274923.75,0
2119534.25,0
1998536.25,0
306862.4375,0
362221.4375,0
407968.125,0
432249.90625,0
50852376,0
46462956,0
42199612,0
2689428.75,0
2483929.75,0
2357410,0
341561.03125,0
405063.28125,0
436115.84375,0
464293.8125,0
57249180,0
53564364,0
46462956,0
2944644.25,0
2697398.75,0
2525277.5,0
356545.96875,0
421052.625,0
458063.0625,0
482677.34375,0
61262912,0
57136880,0
50325208,0
3127314.25,0
2831662.75,0
2642580.75,0
376678.3125,0
435837.40625,0
471998.15625,0
199571.234375,0
19106706,0
18019246,0
16141872,0
1191043.875,0
1121577.25,0
1063896.125,0
220025.78125,0
287721.28125,0
338512.40625,0
381307.03125,0
44933836,0
41088400,0
36828324,0
2375870,0
2198014.5,0
2087133.75,0
313917.84375,0
375641.96875,0
414407.125,0
444348,0
56001708,0
51451228,0
44841600,0
2799726.5,0
2585042.5,0
2446103.25,0
347826.09375,0
411410.21875,0
449319.875,0
473307.15625,0
61914028,0
57475116,0
50499712,0
3105971.5,0
2817056.5,0
2609748.25,0
366499.65625,0
431157.90625,0
466196.21875,0
493850.96875,0
66584708,0
61608460,0
53531548,0
3248215.75,0
2944644.25,0
2751763.5,0
387145.5625,0
445798.875,0
480300.1875,0
203862.234375,0
20277228,0
18891900,0
16969446,0
1217598.125,0
1150885.125,0
1107925.375,0
224807.90625,0
293662.1875,0
348536.40625,0
394073.5,0
47576044,0
44028216,0
38928424,0
2437369.75,0
2276820.5,0
2151260.5,0
320100.03125,0
384096.03125,0
426577.78125,0
455313.46875,0
59510556,0
55014480,0
47524292,0
2919458.25,0
2700066,0
2515970.5,0
356545.96875,0
418728.28125,0
456226.34375,0
482336.3125,0
66635484,0
62534352,0
53564364,0
3185689.25,0
2907026.25,0
2708099.25,0
380881.53125,0
440904.1875,0
478616.5,0
502576.6875,0
70907224,0
65339980,0
56728848,0
3345721.75,0
3077963.5,0
2828729.25,0
393165.6875,0
450803.4375,0
488899.5,0
209750.109375,0
21326392,0
19853378,0
17726806,0
1256827.25,0
1184842.375,0
1133683.875,0
228113.171875,0
300117.21875,0
350325,0
396591.78125,0
51360500,0
46711332,0
40972804,0
2534653.5,0
2341240.25,0
2196246.75,0
325907.0625,0
390020.9375,0
429530.1875,0
457449.1875,0
63766480,0
58553496,0
50881988,0
2986511,0
2774128,0
2585042.5,0
359172.21875,0
425514.21875,0
463978.25,0
491362.75,0
70167024,0
64710936,0
55930020,0
3299234.75,0
2941472.25,0
2774128,0
386926.125,0
446381.875,0
484389.78125,0
510468.59375,0
75372056,0
68570232,0
59754728,0
3468981.5,0
3191273.75,0
2885523,0
398676.28125,0
459295.8125,0
496003.875,0
212492.21875,0
22193024,0
20699936,0
18476458,0
1286432.125,0
1213270.125,0
1157716.25,0
231046.9375,0
303317.53125,0
354693.46875,0
406268.59375,0
54636100,0
50180704,0
42736224,0
2565612.25,0
2396723.25,0
2269252,0
327156.5625,0
393846.15625,0
438356.15625,0
468114.28125,0
67095980,0
61739048,0
54262884,0
3139900.25,0
2846421.25,0
2637475.75,0
364932.28125,0
430613.96875,0
468435.5,0
501837.78125,0
73532680,0
67877784,0
58396972,0
3366344.75,0
3107739,0
2852367.75,0
391587,0
451399.59375,0
488899.5,0
517825.53125,0
79269432,0
71722024,0
62045916,0
3543252.5,0
3236665.25,0
2960607.25,0
400547.625,0
461781.28125,0
500366.46875,0
10413.277344,0
147211.046875,0
147592.96875,0
149010.484375,0
35694.367188,0
37713.613281,0
39640.753906,0
16305.732422,0
27898.867188,0
41775.457031,0
59040.589844,0
2072874.5,0
2008827.875,0
1943074,0
274751.8125,0
276085.1875,0
279934.375,0
65473.144531,0
84628.101562,0
105068.75,0
123017.78125,0
6219017,0
5764954.5,0
5503527,0
627835.6875,0
626108.25,0
616496.0625,0
118821.070312,0
142182.734375,0
161259.84375,0
179397.34375,0
10864721,0
10166925,0
9536671,0
977799,0
964672.625,0
949246.8125,0
164842.234375,0
194012.890625,0
216536.265625,0
234217.75,0
16082454,0
15000229,0
13920136,0
1286432.125,0
1257985.25,0
1224148.25,0
206701.65625,0
235186.03125,0
259306.15625,0
105328.125,0
5088199,0
4905389,0
4735260,0
549946.3125,0
550833.8125,0
543813.0625,0
125000,0
165803.109375,0
202651.890625,0
230734.5625,0
16748275,0
15391264,0
14000427,0
1301143.625,0
1256827.25,0
1227449.75,0
209235.796875,0
244624.9375,0
275416.90625,0
295953.75,0
23231478,0
21473132,0
19763570,0
1696768.875,0
1637744.875,0
1596569.875,0
251288.34375,0
290414.0625,0
314786.34375,0
337508.25,0
29714804,0
27080992,0
24623708,0
1975403.875,0
1899814.5,0
1813994.625,0
282482.75,0
320701.53125,0
346766,0
368876.09375,0
34971184,0
31906524,0
28680962,0
2210469.5,0
2093534.375,0
2011787.875,0
306586.8125,0
346766,0
378978.53125,0
142064.375,0
8770878,0
8335792.5,0
7913064.5,0
794106.25,0
778263.375,0
772101.8125,0
165161.296875,0
221309.703125,0
264121.75,0
299327.6875,0
26749388,0
25635048,0
21389034,0
1747813.125,0
1667752.5,0
1608798.125,0
259503.296875,0
305216.09375,0
338848.4375,0
364153.625,0
36187740,0
32596866,0
29414722,0
2164904.75,0
2038825.25,0
1991249.375,0
303587.3125,0
347472,0
384528.71875,0
407724.46875,0
43807488,0
38755764,0
34447308,0
2422235.25,0
2317397.5,0
2205114.5,0
329366.34375,0
383233.53125,0
410914.9375,0
435559.34375,0
49498488,0
43502156,0
39243112,0
2627325.25,0
2483929.75,0
2377939,0
347826.09375,0
401489.90625,0
432523.75,0
161565.15625,0
11096512,0
10479053,0
9899698,0
913062.875,0
893347.875,0
881808.375,0
183644.1875,0
250183.234375,0
294676.25,0
333224.875,0
33729284,0
30609996,0
27438142,0
2002934,0
1898493.625,0
1829796.75,0
286995.53125,0
337174.84375,0
379610.75,0
407968.125,0
44795624,0
40934416,0
35979140,0
2439547.25,0
2327272.75,0
2233978.75,0
327784.90625,0
384096.03125,0
417959.1875,0
445798.875,0
54601956,0
47165168,0
41243548,0
2737968,0
2597336.75,0
2470446.25,0
354325.25,0
412404.34375,0
445217.40625,0
473307.15625,0
59389216,0
53368080,0
45119448,0
2954201.25,0
2771312.5,0
2632390.75,0
379399.78125,0
429530.1875,0
464609.8125,0
174268.203125,0
13133467,0
12459316,0
11517750,0
1014112.375,0
989133.0625,0
972921.625,0
201099.765625,0
267014.34375,0
317420.96875,0
357292.40625,0
39243112,0
35685272,0
31469868,0
2183951,0
2088730.25,0
2002934,0
305216.09375,0
357292.40625,0
404104.1875,0
435004.25,0
53663052,0
46911956,0
41165828,0
2681505.75,0
2563204,0
2441728.75,0
349965.8125,0
407968.125,0
444348,0
471021.15625,0
61826416,0
54945296,0
46761328,0
2970268.25,0
2796859,0
2684141.5,0
380669.15625,0
434727.21875,0
471998.15625,0
496725.6875,0
67510688,0
60499424,0
52126468,0
3261795.75,0
2989781,0
2873377.75,0
400312.75,0
454404.25,0
486114.40625,0
184438.046875,0
14969392,0
14027397,0
13141368,0
1084171.5,0
1058945.25,0
1042769.875,0
211570.25,0
279934.375,0
332251.78125,0
383448.78125,0
44117132,0
40034208,0
35281832,0
2355376.75,0
2243154.5,0
2144502.5,0
318903.78125,0
381520.125,0
423928.78125,0
455313.46875,0
60332336,0
54601956,0
45447988,0
2894699.75,0
2732488.25,0
2592405,0
364153.625,0
425249.15625,0
467153.28125,0
491362.75,0
68678016,0
60794064,0
52883600,0
3242430.25,0
2986511,0
2882477.25,0
396361.53125,0
450505.9375,0
488200.25,0
517825.53125,0
74282800,0
66231432,0
58202488,0
3464580.25,0
3242430.25,0
3081437,0
413653.8125,0
473964.375,0
510468.59375,0
197836.171875,0
16347219,0
15478507,0
14609006,0
1162645.5,0
1123422.875,0
1095480.125,0
220880.0625,0
290909.09375,0
346414.0625,0
398443.59375,0
49330824,0
43201056,0
38013920,0
2468213.25,0
2377939,0
2261733.75,0
331284.375,0
395214.1875,0
438356.15625,0
471672.03125,0
65193732,0
57702840,0
51664172,0
3118386,0
2858339.25,0
2754539.25,0
382803.75,0
444927.21875,0
482336.3125,0
508567.15625,0
74346000,0
65931588,0
57211696,0
3449263.25,0
3211919.25,0
2993058,0
407968.125,0
465878.0625,0
510850.59375,0
537815.125,0
81715712,0
71899064,0
61478424,0
3657142.75,0
3457999.25,0
3223293.25,0
428990.375,0
488549.625,0
527835.0625,0
205829.140625,0
17669452,0
16684318,0
15467548,0
1215430.25,0
1182789.5,0
1151856,0
227656.734375,0
300381.34375,0
356545.96875,0
409927.9375,0
54773088,0
46462956,0
43588960,0
2607256.5,0
2474924.5,0
2353346.75,0
342246,0
406752.71875,0
450505.9375,0
491362.75,0
70054520,0
62178368,0
54161984,0
3263745,0
3076229.75,0
2843457.25,0
394757.125,0
453800.125,0
498175.625,0
528652.5625,0
78556784,0
70054520,0
61177128,0
3564063.5,0
3343673.5,0
3223293.25,0
421572.65625,0
481655.6875,0
525802.3125,0
556219.4375,0
88412816,0
75698528,0
65782684,0
3807576,0
3554784,0
3364271,0
437513.34375,0
502576.6875,0
542085.75,0
212096.109375,0
18941040,0
17784532,0
16396297,0
1270865.625,0
1230769.25,0
1204705.875,0
235348.203125,0
309085.40625,0
366499.65625,0
421833.15625,0
57211696,0
50267304,0
44161724,0
2673629.25,0
2565612.25,0
2446103.25,0
352860.09375,0
417192.90625,0
461469.125,0
497812.34375,0
74093840,0
65683788,0
56839548,0
3368421,0
3172734.25,0
2970268.25,0
404343.53125,0
467793.5,0
508567.15625,0
540369.375,0
83832424,0
74282800,0
63953160,0
3716878.5,0
3484474.75,0
3321305.5,0
429800.625,0
493493.96875,0
540797.4375,0
570155.875,0
93422664,0
80362968,0
68624080,0
3916806,0
3679317.25,0
3524957,0
453498.65625,0
511233.15625,0
559410,0
218336.890625,0
19980488,0
18729922,0
17457646,0
1323852.625,0
1274424.375,0
1244228.375,0
241338.671875,0
317420.96875,0
381733.46875,0
431157.90625,0
58908764,0
52628788,0
45306604,0
2791141.5,0
2622279.25,0
2495278.75,0
359172.21875,0
426311.40625,0
473635.53125,0
512384.28125,0
77169264,0
68894616,0
59470056,0
3477817.75,0
3261795.75,0
3100681.25,0
413403.3125,0
476279.0625,0
518218.625,0
551724.125,0
91658744,0
78205248,0
67615168,0
3837002.25,0
3594559,0
3421173.5,0
441189.15625,0
502946.96875,0
549503.625,0
579349.375,0
94432280,0
83993592,0
72136488,0
4023575.75,0
3834308.5,0
3647373,0
457449.1875,0
522182.5625,0
566371.6875,0
225104.421875,0
20978234,0
19621556,0
18154016,0
1355393.75,0
1316195.375,0
1267326.75,0
246390.765625,0
321003.125,0
389353.625,0
438637.8125,0
63673548,0
54910768,0
46861636,0
2864335.75,0
2710787.5,0
2592405,0
363378.28125,0
435004.25,0
478952.28125,0
518218.625,0
80511056,0
71370544,0
62001892,0
3585120.25,0
3389325.5,0
3215701.75,0
417703.4375,0
482677.34375,0
527427.25,0
565902.1875,0
95777856,0
80808880,0
69663568,0
3965150,0
3701762.25,0
3506849.25,0
443194.125,0
512769.15625,0
558038.125,0
592935.75,0
98698792,0
87264984,0
74919688,0
4203181,0
3933733.5,0
3727024.5,0
463978.25,0
531948.0625,0
574957.875,0
8998.875,0
109308.28125,0
114056.585938,0
117593.015625,0
30252.894531,0
31952.072266,0
33534.1875,0
15083.666992,0
28082.492188,0
43214.042969,0
60634.769531,0
1628952.125,0
1650614.5,0
1686290.625,0
270827.8125,0
273212.375,0
273870.03125,0
66132.78125,0
86868,0
106911.671875,0
125091.617188,0
4420939,0
4438905.5,0
4464305,0
615384.625,0
597607.25,0
594484.75,0
117512.046875,0
141710.484375,0
161259.84375,0
178833.390625,0
7588698.5,0
7536338.5,0
7388500.5,0
936871,0
909413.875,0
884665.25,0
160200.25,0
187271.390625,0
211439.1875,0
228113.171875,0
10843150,0
10673616,0
10301163,0
1220864.375,0
1166619.25,0
1128996.75,0
198989.5,0
230112.359375,0
250183.234375,0
105654.148438,0
4654545.5,0
4576536.5,0
4478950,0
546862.5,0
539089.25,0
534865.5,0
126388.546875,0
167594.109375,0
202892.8125,0
229339.3125,0
11591086,0
11314917,0
11051602,0
1264978.375,0
1195214.5,0
1165623.25,0
204228.15625,0
239308.25,0
265766.9375,0
286033.53125,0
16118052,0
15780400,0
14897931,0
1624107.875,0
1535520.125,0
1481910.25,0
242023.15625,0
279705,0
303587.3125,0
321608.03125,0
20072282,0
19395088,0
18352282,0
1855913,0
1763616.75,0
1695715.125,0
270184.6875,0
308805.78125,0
332899.875,0
353957.84375,0
23355666,0
22653302,0
21243436,0
2071302.125,0
1947230.75,0
1855913,0
289674.6875,0
330003.21875,0
357666.78125,0
143016.765625,0
8511169,0
8235235,0
7706491,0
796887.1875,0
766037,0
750870.75,0
164049.984375,0
220452.09375,0
260294.859375,0
292154.0625,0
19871438,0
19056702,0
17770066,0
1693611.75,0
1604072.875,0
1532934.125,0
250918.890625,0
294168.34375,0
326218.53125,0
348180.90625,0
25264456,0
24174106,0
22374872,0
2061918,0
1933443.5,0
1849627.5,0
285794.03125,0
332575.5,0
360690.375,0
385179.625,0
29474252,0
28018812,0
25862668,0
2295964.25,0
2151260.5,0
2060362.125,0
308526.65625,0
354325.25,0
388910,0
408456.3125,0
33191188,0
31334448,0
28680962,0
2457108.5,0
2311512.5,0
2173520.75,0
324050.625,0
369275.15625,0
405785.625,0
159303.046875,0
11085250,0
10489117,0
9629151,0
911234.6875,0
878404.4375,0
847331.375,0
180345.1875,0
244449.75,0
289183.84375,0
321608.03125,0
26409832,0
24735234,0
22914686,0
1930709.375,0
1812790.5,0
1721370,0
273212.375,0
320701.53125,0
353957.84375,0
387805.34375,0
32596866,0
30957014,0
28127038,0
2333238.5,0
2168343,0
2077605.875,0
308526.65625,0
355802.65625,0
394985.53125,0
416429.4375,0
37363740,0
35168232,0
31836774,0
2570442.5,0
2394621.5,0
2274923.75,0
330003.21875,0
387585.15625,0
415163.1875,0
442619.40625,0
41517896,0
38652904,0
34447308,0
2737968,0
2544099.5,0
2415806.5,0
344665.09375,0
402911.65625,0
434450.5625,0
170609.796875,0
13094106,0
12270361,0
11040431,0
996351.25,0
957233,0
924187.75,0
193902.671875,0
258129.5625,0
308805.78125,0
343970.4375,0
31744248,0
29296380,0
26505966,0
2099974.25,0
1976834,0
1878899.125,0
287721.28125,0
339522.53125,0
384745.4375,0
409681.9375,0
39172744,0
36247788,0
32451596,0
2534653.5,0
2382087.75,0
2254265.25,0
321911.34375,0
376263.09375,0
417703.4375,0
443482.03125,0
44296044,0
40819684,0
36277884,0
2774128,0
2582597.75,0
2457108.5,0
344317.40625,0
404343.53125,0
437793.9375,0
462406.875,0
48725652,0
44749744,0
39527140,0
2938307,0
2743469.5,0
2575290.75,0
361454.28125,0
414910.84375,0
453197.625,0
178459.390625,0
14492702,0
13582591,0
12270361,0
1076478.375,0
1016377.1875,0
992007.75,0
201218.3125,0
269971,0
321305.3125,0
356173.90625,0
36038492,0
33090634,0
29454382,0
2246845.75,0
2101590.5,0
1985458.125,0
294676.25,0
349249.65625,0
395672.34375,0
427378.96875,0
44933836,0
40819684,0
36459528,0
2676249.5,0
2525277.5,0
2396723.25,0
331928.6875,0
394529,0
432249.90625,0
460224.71875,0
50383240,0
45974044,0
41049796,0
2925714.25,0
